Geography,year,category,estimate
PASSAIC,2010,Total,501860
PASSAIC,2010,Under 5 years,34107
PASSAIC,2011,10 to 14 years,34827
PASSAIC,2011,15 to 17 years,10838
PASSAIC,2011,18 and 19 years,8082
PASSAIC,2011,20 years,4352
PASSAIC,2011,21 years,3920
PASSAIC,2011,22 to 24 years,9804
PASSAIC,2011,25 to 29 years,16921
PASSAIC,2011,30 to 34 years,16124
PASSAIC,2011,35 to 39 years,15220
PASSAIC,2011,40 to 44 years,18429
PASSAIC,2011,45 to 49 years,17821
PASSAIC,2011,5 to 9 years,33089
PASSAIC,2011,50 to 54 years,17495
PASSAIC,2011,55 to 59 years,16408
PASSAIC,2011,60 and 61 years,5433
PASSAIC,2011,62 to 64 years,5881
PASSAIC,2011,65 and 66 years,3791
PASSAIC,2011,67 to 69 years,5462
PASSAIC,2011,70 to 74 years,5596
PASSAIC,2011,75 to 79 years,3867
PASSAIC,2011,80 to 84 years,3976
PASSAIC,2011,85 years and over,2322
PASSAIC,2011,Female,257820
PASSAIC,2011,Male,244187
PASSAIC,2011,Total,502007
PASSAIC,2011,Under 5 years,34462
PASSAIC,2012,10 to 14 years,33679
PASSAIC,2012,15 to 17 years,10330
PASSAIC,2012,18 and 19 years,7373
PASSAIC,2012,20 years,4240
PASSAIC,2012,21 years,4709
PASSAIC,2012,22 to 24 years,10611
PASSAIC,2012,25 to 29 years,15825
PASSAIC,2012,30 to 34 years,16697
PASSAIC,2012,35 to 39 years,15021
PASSAIC,2012,40 to 44 years,17752
PASSAIC,2012,45 to 49 years,17701
PASSAIC,2012,5 to 9 years,34100
PASSAIC,2012,50 to 54 years,17608
PASSAIC,2012,55 to 59 years,15326
PASSAIC,2012,60 and 61 years,4769
PASSAIC,2012,62 to 64 years,7571
PASSAIC,2012,65 and 66 years,5029
PASSAIC,2012,67 to 69 years,4583
PASSAIC,2012,70 to 74 years,6372
PASSAIC,2012,75 to 79 years,3855
PASSAIC,2012,80 to 84 years,3732
PASSAIC,2012,85 years and over,2913
PASSAIC,2012,Female,258547
PASSAIC,2012,Male,244338
PASSAIC,2012,Total,502885
PASSAIC,2012,Under 5 years,34008
PASSAIC,2013,10 to 14 years,34992
PASSAIC,2013,15 to 17 years,10646
PASSAIC,2013,18 and 19 years,7334
PASSAIC,2013,20 years,2942
PASSAIC,2013,21 years,3718
PASSAIC,2013,22 to 24 years,12000
PASSAIC,2013,25 to 29 years,16937
PASSAIC,2013,30 to 34 years,16604
PASSAIC,2013,35 to 39 years,19008
PASSAIC,2013,40 to 44 years,13468
PASSAIC,2013,45 to 49 years,17716
PASSAIC,2013,5 to 9 years,32843
PASSAIC,2013,50 to 54 years,17432
PASSAIC,2013,55 to 59 years,16197
PASSAIC,2013,60 and 61 years,4610
PASSAIC,2013,62 to 64 years,7592
PASSAIC,2013,65 and 66 years,4868
PASSAIC,2013,67 to 69 years,5162
PASSAIC,2013,70 to 74 years,6743
PASSAIC,2013,75 to 79 years,4368
PASSAIC,2013,80 to 84 years,3226
PASSAIC,2013,85 years and over,3030
PASSAIC,2013,Female,259317
PASSAIC,2013,Male,246355
PASSAIC,2013,Total,505672
PASSAIC,2013,Under 5 years,34785
PASSAIC,2014,10 to 14 years,34824
PASSAIC,2014,15 to 17 years,10632
PASSAIC,2014,18 and 19 years,7638
PASSAIC,2014,20 years,3609
PASSAIC,2014,21 years,3933
PASSAIC,2014,22 to 24 years,10243
PASSAIC,2014,25 to 29 years,17513
PASSAIC,2014,30 to 34 years,16138
PASSAIC,2014,35 to 39 years,18513
PASSAIC,2014,40 to 44 years,14608
PASSAIC,2014,45 to 49 years,17223
PASSAIC,2014,5 to 9 years,33278
PASSAIC,2014,50 to 54 years,17566
PASSAIC,2014,55 to 59 years,15327
PASSAIC,2014,60 and 61 years,6056
PASSAIC,2014,62 to 64 years,7921
PASSAIC,2014,65 and 66 years,4398
PASSAIC,2014,67 to 69 years,5853
PASSAIC,2014,70 to 74 years,6529
PASSAIC,2014,75 to 79 years,5417
PASSAIC,2014,80 to 84 years,2416
PASSAIC,2014,85 years and over,3368
PASSAIC,2014,Female,260958
PASSAIC,2014,Male,247898
PASSAIC,2014,Total,508856
PASSAIC,2014,Under 5 years,35333
PASSAIC,2015,10 to 14 years,34694
PASSAIC,2015,15 to 17 years,11402
PASSAIC,2015,18 and 19 years,7459
PASSAIC,2015,20 years,3654
PASSAIC,2015,21 years,3089
PASSAIC,2015,22 to 24 years,11049
PASSAIC,2015,25 to 29 years,17812
PASSAIC,2015,30 to 34 years,16551
PASSAIC,2015,35 to 39 years,17331
PASSAIC,2015,40 to 44 years,15097
PASSAIC,2015,45 to 49 years,17188
PASSAIC,2015,5 to 9 years,32700
PASSAIC,2015,50 to 54 years,17431
PASSAIC,2015,55 to 59 years,15774
PASSAIC,2015,60 and 61 years,5975
PASSAIC,2015,62 to 64 years,8180
PASSAIC,2015,65 and 66 years,3751
PASSAIC,2015,67 to 69 years,6807
PASSAIC,2015,70 to 74 years,6789
PASSAIC,2015,75 to 79 years,5083
PASSAIC,2015,80 to 84 years,3530
PASSAIC,2015,85 years and over,2886
PASSAIC,2015,Female,261128
PASSAIC,2015,Male,249788
PASSAIC,2015,Total,510916
PASSAIC,2015,Under 5 years,35578
SALEM,2006,10 to 14 years,4918
SALEM,2006,15 to 17 years,1543
SALEM,2006,18 and 19 years,1062
SALEM,2006,20 years,336
SALEM,2006,21 years,158
SALEM,2006,22 to 24 years,1508
SALEM,2006,25 to 29 years,2271
SALEM,2006,30 to 34 years,1789
SALEM,2006,35 to 39 years,2445
SALEM,2006,40 to 44 years,2608
SALEM,2006,45 to 49 years,2354
SALEM,2006,5 to 9 years,3301
SALEM,2006,50 to 54 years,2347
SALEM,2006,55 to 59 years,1675
SALEM,2006,60 and 61 years,874
SALEM,2006,62 to 64 years,1433
SALEM,2006,65 and 66 years,573
SALEM,2006,67 to 69 years,925
SALEM,2006,70 to 74 years,646
SALEM,2006,75 to 79 years,461
SALEM,2006,80 to 84 years,706
SALEM,2006,85 years and over,467
SALEM,2006,Female,34254
SALEM,2006,Male,32341
SALEM,2006,Total,66595
SALEM,2006,Under 5 years,4237
SALEM,2007,10 to 14 years,5532
SALEM,2007,15 to 17 years,1746
SALEM,2007,18 and 19 years,842
SALEM,2007,20 years,597
SALEM,2007,21 years,591
SALEM,2007,22 to 24 years,790
SALEM,2007,25 to 29 years,2161
SALEM,2007,30 to 34 years,1849
SALEM,2007,35 to 39 years,2593
SALEM,2007,40 to 44 years,2339
SALEM,2007,45 to 49 years,2542
SALEM,2007,5 to 9 years,2502
SALEM,2007,50 to 54 years,2246
SALEM,2007,55 to 59 years,2253
SALEM,2007,60 and 61 years,719
SALEM,2007,62 to 64 years,1163
SALEM,2007,65 and 66 years,425
SALEM,2007,67 to 69 years,774
SALEM,2007,70 to 74 years,893
SALEM,2007,75 to 79 years,688
SALEM,2007,80 to 84 years,546
SALEM,2007,85 years and over,512
SALEM,2007,Female,33223
SALEM,2007,Male,32793
SALEM,2007,Total,66016
SALEM,2007,Under 5 years,4106
SALEM,2008,10 to 14 years,3925
SALEM,2008,15 to 17 years,1734
SALEM,2008,18 and 19 years,658
SALEM,2008,20 years,922
SALEM,2008,21 years,159
SALEM,2008,22 to 24 years,1202
SALEM,2008,25 to 29 years,2769
SALEM,2008,30 to 34 years,1727
SALEM,2008,35 to 39 years,2053
SALEM,2008,40 to 44 years,2473
SALEM,2008,45 to 49 years,2308
SALEM,2008,5 to 9 years,3992
SALEM,2008,50 to 54 years,2394
SALEM,2008,55 to 59 years,2189
SALEM,2008,60 and 61 years,1043
SALEM,2008,62 to 64 years,804
SALEM,2008,65 and 66 years,630
SALEM,2008,67 to 69 years,540
SALEM,2008,70 to 74 years,941
SALEM,2008,75 to 79 years,636
SALEM,2008,80 to 84 years,695
SALEM,2008,85 years and over,351
SALEM,2008,Female,33683
SALEM,2008,Male,32458
SALEM,2008,Total,66141
SALEM,2008,Under 5 years,3830
SALEM,2009,10 to 14 years,4439
SALEM,2009,15 to 17 years,1246
SALEM,2009,18 and 19 years,1110
SALEM,2009,20 years,664
SALEM,2009,21 years,379
SALEM,2009,22 to 24 years,611
SALEM,2009,25 to 29 years,2062
SALEM,2009,30 to 34 years,1803
SALEM,2009,35 to 39 years,2693
SALEM,2009,40 to 44 years,1528
SALEM,2009,45 to 49 years,2309
SALEM,2009,5 to 9 years,4175
SALEM,2009,50 to 54 years,2587
SALEM,2009,55 to 59 years,1953
SALEM,2009,60 and 61 years,1069
SALEM,2009,62 to 64 years,1021
SALEM,2009,65 and 66 years,452
SALEM,2009,67 to 69 years,806
SALEM,2009,70 to 74 years,874
SALEM,2009,75 to 79 years,960
SALEM,2009,80 to 84 years,325
SALEM,2009,85 years and over,594
SALEM,2009,Female,35128
SALEM,2009,Male,31214
SALEM,2009,Total,66342
SALEM,2009,Under 5 years,3834
SALEM,2010,10 to 14 years,5244
SALEM,2010,15 to 17 years,1398
SALEM,2010,18 and 19 years,928
SALEM,2010,20 years,609
SALEM,2010,21 years,165
SALEM,2010,22 to 24 years,1286
SALEM,2010,25 to 29 years,1735
SALEM,2010,30 to 34 years,1338
SALEM,2010,35 to 39 years,1640
SALEM,2010,40 to 44 years,2626
SALEM,2010,45 to 49 years,2621
SALEM,2010,5 to 9 years,3658
SALEM,2010,50 to 54 years,2592
SALEM,2010,55 to 59 years,2616
SALEM,2010,60 and 61 years,961
SALEM,2010,62 to 64 years,886
SALEM,2010,65 and 66 years,601
SALEM,2010,67 to 69 years,801
SALEM,2010,70 to 74 years,1000
SALEM,2010,75 to 79 years,1010
SALEM,2010,80 to 84 years,494
SALEM,2010,85 years and over,288
SALEM,2010,Female,33849
SALEM,2010,Male,32209
SALEM,2010,Total,66058
SALEM,2010,Under 5 years,3679
SALEM,2011,10 to 14 years,4393
SALEM,2011,15 to 17 years,1385
SALEM,2011,18 and 19 years,1123
SALEM,2011,20 years,489
SALEM,2011,21 years,233
SALEM,2011,22 to 24 years,1093
SALEM,2011,25 to 29 years,1700
SALEM,2011,30 to 34 years,1792
SALEM,2011,35 to 39 years,1891
SALEM,2011,40 to 44 years,2098
SALEM,2011,45 to 49 years,2489
SALEM,2011,5 to 9 years,4299
SALEM,2011,50 to 54 years,2715
SALEM,2011,55 to 59 years,1956
SALEM,2011,60 and 61 years,1220
SALEM,2011,62 to 64 years,1183
SALEM,2011,65 and 66 years,607
SALEM,2011,67 to 69 years,986
SALEM,2011,70 to 74 years,901
SALEM,2011,75 to 79 years,626
SALEM,2011,80 to 84 years,496
SALEM,2011,85 years and over,590
SALEM,2011,Female,33740
SALEM,2011,Male,32162
SALEM,2011,Total,65902
SALEM,2011,Under 5 years,3812
SALEM,2012,10 to 14 years,4223
SALEM,2012,15 to 17 years,1443
SALEM,2012,18 and 19 years,911
SALEM,2012,20 years,698
SALEM,2012,21 years,551
SALEM,2012,22 to 24 years,756
SALEM,2012,25 to 29 years,1745
SALEM,2012,30 to 34 years,1873
SALEM,2012,35 to 39 years,1706
SALEM,2012,40 to 44 years,1953
SALEM,2012,45 to 49 years,2408
SALEM,2012,5 to 9 years,4423
SALEM,2012,50 to 54 years,2660
SALEM,2012,55 to 59 years,2251
SALEM,2012,60 and 61 years,593
SALEM,2012,62 to 64 years,1582
SALEM,2012,65 and 66 years,986
SALEM,2012,67 to 69 years,649
SALEM,2012,70 to 74 years,1218
SALEM,2012,75 to 79 years,558
SALEM,2012,80 to 84 years,476
SALEM,2012,85 years and over,702
SALEM,2012,Female,34264
SALEM,2012,Male,31510
SALEM,2012,Total,65774
SALEM,2012,Under 5 years,3637
SALEM,2013,10 to 14 years,4228
SALEM,2013,15 to 17 years,1345
SALEM,2013,18 and 19 years,835
SALEM,2013,20 years,667
SALEM,2013,21 years,296
SALEM,2013,22 to 24 years,866
SALEM,2013,25 to 29 years,1914
SALEM,2013,30 to 34 years,1958
SALEM,2013,35 to 39 years,2078
SALEM,2013,40 to 44 years,1611
SALEM,2013,45 to 49 years,2219
SALEM,2013,5 to 9 years,3858
SALEM,2013,50 to 54 years,2459
SALEM,2013,55 to 59 years,2370
SALEM,2013,60 and 61 years,846
SALEM,2013,62 to 64 years,1400
SALEM,2013,65 and 66 years,632
SALEM,2013,67 to 69 years,678
SALEM,2013,70 to 74 years,1412
SALEM,2013,75 to 79 years,766
SALEM,2013,80 to 84 years,488
SALEM,2013,85 years and over,500
SALEM,2013,Female,33658
SALEM,2013,Male,31508
SALEM,2013,Total,65166
SALEM,2013,Under 5 years,4142
SALEM,2014,10 to 14 years,3901
SALEM,2014,15 to 17 years,1570
SALEM,2014,18 and 19 years,746
SALEM,2014,20 years,225
SALEM,2014,21 years,105
SALEM,2014,22 to 24 years,1119
SALEM,2014,25 to 29 years,2388
SALEM,2014,30 to 34 years,1810
SALEM,2014,35 to 39 years,1741
SALEM,2014,40 to 44 years,2228
SALEM,2014,45 to 49 years,1817
SALEM,2014,5 to 9 years,4048
SALEM,2014,50 to 54 years,2591
SALEM,2014,55 to 59 years,2690
SALEM,2014,60 and 61 years,592
SALEM,2014,62 to 64 years,1259
SALEM,2014,65 and 66 years,911
SALEM,2014,67 to 69 years,567
SALEM,2014,70 to 74 years,1402
SALEM,2014,75 to 79 years,852
SALEM,2014,80 to 84 years,421
SALEM,2014,85 years and over,602
SALEM,2014,Female,33571
SALEM,2014,Male,31144
SALEM,2014,Total,64715
SALEM,2014,Under 5 years,3901
SALEM,2015,10 to 14 years,4106
SALEM,2015,15 to 17 years,1314
SALEM,2015,18 and 19 years,631
SALEM,2015,20 years,664
SALEM,2015,21 years,221
SALEM,2015,22 to 24 years,1102
SALEM,2015,25 to 29 years,1919
SALEM,2015,30 to 34 years,1856
SALEM,2015,35 to 39 years,1704
SALEM,2015,40 to 44 years,1818
SALEM,2015,45 to 49 years,1952
SALEM,2015,5 to 9 years,3736
SALEM,2015,50 to 54 years,2600
SALEM,2015,55 to 59 years,2033
SALEM,2015,60 and 61 years,1062
SALEM,2015,62 to 64 years,1403
SALEM,2015,65 and 66 years,1058
SALEM,2015,67 to 69 years,1293
SALEM,2015,70 to 74 years,900
SALEM,2015,75 to 79 years,810
SALEM,2015,80 to 84 years,647
SALEM,2015,85 years and over,452
SALEM,2015,Female,32918
SALEM,2015,Male,31262
SALEM,2015,Total,64180
SALEM,2015,Under 5 years,3431
SOMERSET,2006,10 to 14 years,23265
SOMERSET,2006,15 to 17 years,7091
SOMERSET,2006,18 and 19 years,3623
SOMERSET,2006,20 years,2037
SOMERSET,2006,21 years,2072
SOMERSET,2006,22 to 24 years,4472
SOMERSET,2006,25 to 29 years,7374
SOMERSET,2006,30 to 34 years,10762
SOMERSET,2006,35 to 39 years,13381
SOMERSET,2006,40 to 44 years,14126
SOMERSET,2006,45 to 49 years,15597
SOMERSET,2006,5 to 9 years,23066
SOMERSET,2006,50 to 54 years,11434
SOMERSET,2006,55 to 59 years,9468
SOMERSET,2006,60 and 61 years,3428
SOMERSET,2006,62 to 64 years,4409
SOMERSET,2006,65 and 66 years,2028
SOMERSET,2006,67 to 69 years,2187
SOMERSET,2006,70 to 74 years,4215
SOMERSET,2006,75 to 79 years,2983
SOMERSET,2006,80 to 84 years,1723
SOMERSET,2006,85 years and over,2189
SOMERSET,2006,Female,165058
SOMERSET,2006,Male,159128
SOMERSET,2006,Total,324186
SOMERSET,2006,Under 5 years,21726
SOMERSET,2007,10 to 14 years,22877
SOMERSET,2007,15 to 17 years,7840
SOMERSET,2007,18 and 19 years,4466
SOMERSET,2007,20 years,2050
SOMERSET,2007,21 years,1716
SOMERSET,2007,22 to 24 years,4701
SOMERSET,2007,25 to 29 years,7144
SOMERSET,2007,30 to 34 years,9106
SOMERSET,2007,35 to 39 years,14130
SOMERSET,2007,40 to 44 years,13353
SOMERSET,2007,45 to 49 years,15657
SOMERSET,2007,5 to 9 years,23182
SOMERSET,2007,50 to 54 years,12102
SOMERSET,2007,55 to 59 years,10317
SOMERSET,2007,60 and 61 years,3513
SOMERSET,2007,62 to 64 years,3827
SOMERSET,2007,65 and 66 years,2831
SOMERSET,2007,67 to 69 years,3579
SOMERSET,2007,70 to 74 years,3318
SOMERSET,2007,75 to 79 years,2586
SOMERSET,2007,80 to 84 years,2312
SOMERSET,2007,85 years and over,1323
SOMERSET,2007,Female,162665
SOMERSET,2007,Male,160887
SOMERSET,2007,Total,323552
SOMERSET,2007,Under 5 years,21031
SOMERSET,2008,10 to 14 years,23185
SOMERSET,2008,15 to 17 years,6927
SOMERSET,2008,18 and 19 years,3414
SOMERSET,2008,20 years,2810
SOMERSET,2008,21 years,1503
SOMERSET,2008,22 to 24 years,4137
SOMERSET,2008,25 to 29 years,8722
SOMERSET,2008,30 to 34 years,9261
SOMERSET,2008,35 to 39 years,12619
SOMERSET,2008,40 to 44 years,13557
SOMERSET,2008,45 to 49 years,14389
SOMERSET,2008,5 to 9 years,23277
SOMERSET,2008,50 to 54 years,13544
SOMERSET,2008,55 to 59 years,9520
SOMERSET,2008,60 and 61 years,4133
SOMERSET,2008,62 to 64 years,4060
SOMERSET,2008,65 and 66 years,2255
SOMERSET,2008,67 to 69 years,3337
SOMERSET,2008,70 to 74 years,4439
SOMERSET,2008,75 to 79 years,3881
SOMERSET,2008,80 to 84 years,1467
SOMERSET,2008,85 years and over,1660
SOMERSET,2008,Female,164684
SOMERSET,2008,Male,159879
SOMERSET,2008,Total,324563
SOMERSET,2008,Under 5 years,20697
SOMERSET,2009,10 to 14 years,22928
SOMERSET,2009,15 to 17 years,6977
SOMERSET,2009,18 and 19 years,3938
SOMERSET,2009,20 years,1728
SOMERSET,2009,21 years,2072
SOMERSET,2009,22 to 24 years,4697
SOMERSET,2009,25 to 29 years,8828
SOMERSET,2009,30 to 34 years,9596
SOMERSET,2009,35 to 39 years,12905
SOMERSET,2009,40 to 44 years,12542
SOMERSET,2009,45 to 49 years,15242
SOMERSET,2009,5 to 9 years,23543
SOMERSET,2009,50 to 54 years,13595
SOMERSET,2009,55 to 59 years,11022
SOMERSET,2009,60 and 61 years,3259
SOMERSET,2009,62 to 64 years,4029
SOMERSET,2009,65 and 66 years,2788
SOMERSET,2009,67 to 69 years,2725
SOMERSET,2009,70 to 74 years,4333
SOMERSET,2009,75 to 79 years,2543
SOMERSET,2009,80 to 84 years,2677
SOMERSET,2009,85 years and over,1748
SOMERSET,2009,Female,165416
SOMERSET,2009,Male,161453
SOMERSET,2009,Total,326869
SOMERSET,2009,Under 5 years,20332
SOMERSET,2010,10 to 14 years,24303
SOMERSET,2010,15 to 17 years,8313
SOMERSET,2010,18 and 19 years,3798
SOMERSET,2010,20 years,946
SOMERSET,2010,21 years,1975
SOMERSET,2010,22 to 24 years,4490
SOMERSET,2010,25 to 29 years,8488
SOMERSET,2010,30 to 34 years,9281
SOMERSET,2010,35 to 39 years,10390
SOMERSET,2010,40 to 44 years,13261
SOMERSET,2010,45 to 49 years,14439
SOMERSET,2010,5 to 9 years,22440
SOMERSET,2010,50 to 54 years,13646
SOMERSET,2010,55 to 59 years,12041
SOMERSET,2010,60 and 61 years,2142
SOMERSET,2010,62 to 64 years,4415
SOMERSET,2010,65 and 66 years,2846
SOMERSET,2010,67 to 69 years,3346
SOMERSET,2010,70 to 74 years,3916
SOMERSET,2010,75 to 79 years,2849
SOMERSET,2010,80 to 84 years,2075
SOMERSET,2010,85 years and over,2134
SOMERSET,2010,Female,165537
SOMERSET,2010,Male,158657
SOMERSET,2010,Total,324194
SOMERSET,2010,Under 5 years,19262
SOMERSET,2011,10 to 14 years,23010
SOMERSET,2011,15 to 17 years,7795
SOMERSET,2011,18 and 19 years,4343
SOMERSET,2011,20 years,1900
SOMERSET,2011,21 years,1598
SOMERSET,2011,22 to 24 years,4150
SOMERSET,2011,25 to 29 years,8307
SOMERSET,2011,30 to 34 years,9407
SOMERSET,2011,35 to 39 years,10086
SOMERSET,2011,40 to 44 years,12817
SOMERSET,2011,45 to 49 years,14150
SOMERSET,2011,5 to 9 years,23051
SOMERSET,2011,50 to 54 years,13896
SOMERSET,2011,55 to 59 years,10309
SOMERSET,2011,60 and 61 years,3957
SOMERSET,2011,62 to 64 years,5613
SOMERSET,2011,65 and 66 years,2608
SOMERSET,2011,67 to 69 years,3601
SOMERSET,2011,70 to 74 years,3656
SOMERSET,2011,75 to 79 years,3169
SOMERSET,2011,80 to 84 years,1803
SOMERSET,2011,85 years and over,2390
SOMERSET,2011,Female,166093
SOMERSET,2011,Male,158800
SOMERSET,2011,Total,324893
SOMERSET,2011,Under 5 years,18806
SOMERSET,2012,10 to 14 years,23690
SOMERSET,2012,15 to 17 years,7397
SOMERSET,2012,18 and 19 years,4302
SOMERSET,2012,20 years,1850
SOMERSET,2012,21 years,1617
SOMERSET,2012,22 to 24 years,4462
SOMERSET,2012,25 to 29 years,8619
SOMERSET,2012,30 to 34 years,9226
SOMERSET,2012,35 to 39 years,11249
SOMERSET,2012,40 to 44 years,11364
SOMERSET,2012,45 to 49 years,13833
SOMERSET,2012,5 to 9 years,21975
SOMERSET,2012,50 to 54 years,14079
SOMERSET,2012,55 to 59 years,11606
SOMERSET,2012,60 and 61 years,3779
SOMERSET,2012,62 to 64 years,5209
SOMERSET,2012,65 and 66 years,2961
SOMERSET,2012,67 to 69 years,3287
SOMERSET,2012,70 to 74 years,4781
SOMERSET,2012,75 to 79 years,3626
SOMERSET,2012,80 to 84 years,2223
SOMERSET,2012,85 years and over,1577
SOMERSET,2012,Female,167860
SOMERSET,2012,Male,159847
SOMERSET,2012,Total,327707
SOMERSET,2012,Under 5 years,18328
SOMERSET,2013,10 to 14 years,24076
SOMERSET,2013,15 to 17 years,7548
SOMERSET,2013,18 and 19 years,4137
SOMERSET,2013,20 years,1415
SOMERSET,2013,21 years,1245
SOMERSET,2013,22 to 24 years,6122
SOMERSET,2013,25 to 29 years,8526
SOMERSET,2013,30 to 34 years,9052
SOMERSET,2013,35 to 39 years,9891
SOMERSET,2013,40 to 44 years,12529
SOMERSET,2013,45 to 49 years,13560
SOMERSET,2013,5 to 9 years,23212
SOMERSET,2013,50 to 54 years,14218
SOMERSET,2013,55 to 59 years,12062
SOMERSET,2013,60 and 61 years,3952
SOMERSET,2013,62 to 64 years,5445
SOMERSET,2013,65 and 66 years,3626
SOMERSET,2013,67 to 69 years,3143
SOMERSET,2013,70 to 74 years,4993
SOMERSET,2013,75 to 79 years,3050
SOMERSET,2013,80 to 84 years,2098
SOMERSET,2013,85 years and over,2431
SOMERSET,2013,Female,168631
SOMERSET,2013,Male,161954
SOMERSET,2013,Total,330585
SOMERSET,2013,Under 5 years,16100
SOMERSET,2014,10 to 14 years,24994
SOMERSET,2014,15 to 17 years,7786
SOMERSET,2014,18 and 19 years,4479
SOMERSET,2014,20 years,1737
SOMERSET,2014,21 years,1595
SOMERSET,2014,22 to 24 years,5749
SOMERSET,2014,25 to 29 years,8408
SOMERSET,2014,30 to 34 years,9357
SOMERSET,2014,35 to 39 years,11850
SOMERSET,2014,40 to 44 years,10500
SOMERSET,2014,45 to 49 years,12758
SOMERSET,2014,5 to 9 years,19230
SOMERSET,2014,50 to 54 years,14205
SOMERSET,2014,55 to 59 years,12397
SOMERSET,2014,60 and 61 years,3422
SOMERSET,2014,62 to 64 years,7118
SOMERSET,2014,65 and 66 years,2605
SOMERSET,2014,67 to 69 years,4452
SOMERSET,2014,70 to 74 years,4293
SOMERSET,2014,75 to 79 years,2668
SOMERSET,2014,80 to 84 years,3062
SOMERSET,2014,85 years and over,1958
SOMERSET,2014,Female,170123
SOMERSET,2014,Male,162445
SOMERSET,2014,Total,332568
SOMERSET,2014,Under 5 years,18304
SOMERSET,2015,10 to 14 years,23821
SOMERSET,2015,15 to 17 years,7629
SOMERSET,2015,18 and 19 years,4314
SOMERSET,2015,20 years,1566
SOMERSET,2015,21 years,1160
SOMERSET,2015,22 to 24 years,7309
SOMERSET,2015,25 to 29 years,8168
SOMERSET,2015,30 to 34 years,9367
SOMERSET,2015,35 to 39 years,10392
SOMERSET,2015,40 to 44 years,11359
SOMERSET,2015,45 to 49 years,12904
SOMERSET,2015,5 to 9 years,20210
SOMERSET,2015,50 to 54 years,14090
SOMERSET,2015,55 to 59 years,13731
SOMERSET,2015,60 and 61 years,3954
SOMERSET,2015,62 to 64 years,5055
SOMERSET,2015,65 and 66 years,4039
SOMERSET,2015,67 to 69 years,3152
SOMERSET,2015,70 to 74 years,4982
SOMERSET,2015,75 to 79 years,3326
SOMERSET,2015,80 to 84 years,2486
SOMERSET,2015,85 years and over,2560
SOMERSET,2015,Female,170685
SOMERSET,2015,Male,162969
SOMERSET,2015,Total,333654
SOMERSET,2015,Under 5 years,17910
SUSSEX,2006,10 to 14 years,10918
SUSSEX,2006,15 to 17 years,3879
SUSSEX,2006,18 and 19 years,2220
SUSSEX,2006,20 years,1347
SUSSEX,2006,21 years,828
SUSSEX,2006,22 to 24 years,2627
SUSSEX,2006,25 to 29 years,3406
SUSSEX,2006,30 to 34 years,4479
SUSSEX,2006,35 to 39 years,5315
SUSSEX,2006,40 to 44 years,6929
SUSSEX,2006,45 to 49 years,7130
SUSSEX,2006,5 to 9 years,10461
SUSSEX,2006,50 to 54 years,6535
SUSSEX,2006,55 to 59 years,5574
SUSSEX,2006,60 and 61 years,1325
SUSSEX,2006,62 to 64 years,2463
SUSSEX,2006,65 and 66 years,1249
SUSSEX,2006,67 to 69 years,1220
SUSSEX,2006,70 to 74 years,1753
SUSSEX,2006,75 to 79 years,1328
SUSSEX,2006,80 to 84 years,742
SUSSEX,2006,85 years and over,464
SUSSEX,2006,Female,77129
SUSSEX,2006,Male,76255
SUSSEX,2006,Total,153384
SUSSEX,2006,Under 5 years,8388
SUSSEX,2007,10 to 14 years,10215
SUSSEX,2007,15 to 17 years,3844
SUSSEX,2007,18 and 19 years,2234
SUSSEX,2007,20 years,2299
SUSSEX,2007,21 years,668
SUSSEX,2007,22 to 24 years,1687
SUSSEX,2007,25 to 29 years,3636
SUSSEX,2007,30 to 34 years,4306
SUSSEX,2007,35 to 39 years,5635
SUSSEX,2007,40 to 44 years,6349
SUSSEX,2007,45 to 49 years,7285
SUSSEX,2007,5 to 9 years,10253
SUSSEX,2007,50 to 54 years,6348
SUSSEX,2007,55 to 59 years,5205
SUSSEX,2007,60 and 61 years,1509
SUSSEX,2007,62 to 64 years,2860
SUSSEX,2007,65 and 66 years,1504
SUSSEX,2007,67 to 69 years,1224
SUSSEX,2007,70 to 74 years,1687
SUSSEX,2007,75 to 79 years,1029
SUSSEX,2007,80 to 84 years,930
SUSSEX,2007,85 years and over,556
SUSSEX,2007,Female,75876
SUSSEX,2007,Male,75602
SUSSEX,2007,Total,151478
SUSSEX,2007,Under 5 years,8298
SUSSEX,2008,10 to 14 years,9862
SUSSEX,2008,15 to 17 years,3715
SUSSEX,2008,18 and 19 years,2442
SUSSEX,2008,20 years,804
SUSSEX,2008,21 years,914
SUSSEX,2008,22 to 24 years,2816
SUSSEX,2008,25 to 29 years,3724
SUSSEX,2008,30 to 34 years,3813
SUSSEX,2008,35 to 39 years,4633
SUSSEX,2008,40 to 44 years,6780
SUSSEX,2008,45 to 49 years,7864
SUSSEX,2008,5 to 9 years,9968
SUSSEX,2008,50 to 54 years,6414
SUSSEX,2008,55 to 59 years,5861
SUSSEX,2008,60 and 61 years,2530
SUSSEX,2008,62 to 64 years,1926
SUSSEX,2008,65 and 66 years,1355
SUSSEX,2008,67 to 69 years,1363
SUSSEX,2008,70 to 74 years,1882
SUSSEX,2008,75 to 79 years,1121
SUSSEX,2008,80 to 84 years,703
SUSSEX,2008,85 years and over,548
SUSSEX,2008,Female,75295
SUSSEX,2008,Male,75614
SUSSEX,2008,Total,150909
SUSSEX,2008,Under 5 years,8227
